token,count,coverage_percent
gkimgkim,1,0.00
jxyzxxy,1,0.00
leetheo,1,0.00
kaiz,1,0.00
01551,1,0.00
30329809,1,0.00
zxt19880421,1,0.00
zz0591,1,0.00
huilvjiao,1,0.00
pdf9999999,1,0.00
shifenghua,1,0.00
751244702,1,0.00
31450041,1,0.00
16969552,1,0.00
6714842,1,0.00
wwqqyyzz,1,0.00
sailing1973,1,0.00
tiejian19871008,1,0.00
tiejian,1,0.00
yyynihao,1,0.00
510022366,1,0.00
yuruli510022366,1,0.00
yuruli,1,0.00
3503530,1,0.00
chen3503530,1,0.00
daisy321yq,1,0.00
hzjieli,1,0.00
hzjieli1984,1,0.00
qqq211004,1,0.00
211004,1,0.00
jmepa,1,0.00
zxb9756436,1,0.00
9756436,1,0.00
54080587,1,0.00
abc54080587,1,0.00
mjj198673,1,0.00
zc7945870,1,0.00
7945870,1,0.00
fffffyyyy,1,0.00
zdfgng,1,0.00
mysignups,1,0.00
bluecamel2010,1,0.00
bluecamel,1,0.00
13784556998,1,0.00
libing123oemd,1,0.00
oemd,1,0.00
136723452,1,0.00
ericlau,1,0.00
anyone,1,0.00
lsmgx202,1,0.00
lsmgx,1,0.00
lihanshu,1,0.00
kangry,1,0.00
kangry2886179,1,0.00
2886179,1,0.00
lovezhoumj,1,0.00
446009388,1,0.00
yu446009388,1,0.00
lelebaobao,1,0.00
lovely88126,1,0.00
qq5606056,1,0.00
77067706,1,0.00
48100,1,0.00
mozart1203,1,0.00
hufanglucky,1,0.00
dabendano3,1,0.00
gylov,1,0.00
gylov3467,1,0.00
gp08300102,1,0.00
08300102,1,0.00
vdbdwg,1,0.00
zhzhch039,1,0.00
zhzhch,1,0.00
nuaa12345678,1,0.00
yangjiyuan,1,0.00
xuchao19880826,1,0.00
2032344,1,0.00
1101010,1,0.00
583136893,1,0.00
hispacold,1,0.00
828656,1,0.00
136548579,1,0.00
hanawichi,1,0.00
moonmaple,1,0.00
aspnetcxzxx,1,0.00
27704123,1,0.00
5623400,1,0.00
yuke050801,1,0.00
050801,1,0.00
yuanliang163,1,0.00
spearmoon,1,0.00
daiyn,1,0.00
m020m020,1,0.00
suger5213,1,0.00
heikeyh,1,0.00
andyleechina,1,0.00
sunpjk,1,0.00
jhkjy168,1,0.00
jhkjy,1,0.00
changzhihang,1,0.00
545168572,1,0.00
yeckham,1,0.00
sqzcszy,1,0.00
huiwuhuiwu,1,0.00
gkang123456,1,0.00
3622457,1,0.00
a3622457,1,0.00
ngniuniu,1,0.00
fanggj,1,0.00
deet,1,0.00
tpboy220,1,0.00
11028972,1,0.00
adfacs,1,0.00
symbox,1,0.00
gaoyuan2012,1,0.00
065231,1,0.00
moon2999,1,0.00
59010951,1,0.00
583515509,1,0.00
zhangfei520,1,0.00
395057881,1,0.00
new2010015,1,0.00
2010015,1,0.00
ermao213,1,0.00
yangtian777,1,0.00
qqtqt,1,0.00
qqtqt66888,1,0.00
a52273344,1,0.00
52273344,1,0.00
381712443,1,0.00
1952377864,1,0.00
al1952377864,1,0.00
qinyujie,1,0.00
qinyujie19880925,1,0.00
wtxasd,1,0.00
yaoxingjiang,1,0.00
wudong03030404,1,0.00
03030404,1,0.00
wg258369,1,0.00
bogcom,1,0.00
bogcom123,1,0.00
renjkl,1,0.00
120007451,1,0.00
mscats,1,0.00
67814776,1,0.00
pzs125888,1,0.00
liuqi6720,1,0.00
minangjoanna,1,0.00
bluepieces,1,0.00
lebaggio,1,0.00
695388164,1,0.00
xiaoxi228,1,0.00
yxhyxh1314,1,0.00
6042305,1,0.00
979425,1,0.00
zl979425,1,0.00
59015396,1,0.00
43405,1,0.00
hwlzc116bluesky,1,0.00
hwlzc,1,0.00
basonjiang,1,0.00
qqqht,1,0.00
120160,1,0.00
zhanqian,1,0.00
zhanqian120160aa,1,0.00
xuefei2290819,1,0.00
2290819,1,0.00
98365,1,0.00
9586,1,0.00
jiangyue9586,1,0.00
1056551123,1,0.00
568470354,1,0.00
zhouzhenzhu,1,0.00
zhouzhenzhu1983,1,0.00
medulline,1,0.00
sbsb3344520,1,0.00
kongfanxu,1,0.00
stwilson,1,0.00
chinalong,1,0.00
147120,1,0.00
gzh147120,1,0.00
jnxzchxx,1,0.00
2598676,1,0.00
jnxzchxx2598676,1,0.00
sunjiajie,1,0.00
513362837,1,0.00
zxtwjq,1,0.00
yangping2010,1,0.00
121036075,1,0.00
sunzhihao,1,0.00
aitanhuan,1,0.00
qigaowen,1,0.00
laizh,1,0.00
laizh258,1,0.00
405892849,1,0.00
503243805,1,0.00
lvpei,1,0.00
358876561,1,0.00
hawcj,1,0.00
441506835,1,0.00
xbgydx,1,0.00
xbgydx111,1,0.00
xtiud,1,0.00
zendfxiaxiaz,1,0.00
wq8511222,1,0.00
8511222,1,0.00
shengli866,1,0.00
571047246,1,0.00
621017,1,0.00
wyl621017,1,0.00
8443377,1,0.00
04145512,1,0.00
727736078,1,0.00
6666903,1,0.00
jie6666903,1,0.00
lilian88618,1,0.00
262728511,1,0.00
liweillbp,1,0.00
6174392,1,0.00
www6174392,1,0.00
450254456,1,0.00
guansihai,1,0.00
plj123123,1,0.00
zzw880702,1,0.00
wucunshan11,1,0.00
yinjiapin12o2,1,0.00
yinjiapin,1,0.00
jerryli,1,0.00
jerryli77,1,0.00
shaoleiqiang,1,0.00
16421321321,1,0.00
qq16421321321,1,0.00
15161479780,1,0.00
wflgy,1,0.00
chen40928,1,0.00
40928,1,0.00
manfantasy,1,0.00
gf123456789wry,1,0.00
qwe19851210,1,0.00
zhangyuze,1,0.00
liujiazhuangbi,1,0.00
12312520,1,0.00
m550174311,1,0.00
550174311,1,0.00
7524015,1,0.00
z7524015,1,0.00
dulang33,1,0.00
200411084,1,0.00
love10086aa,1,0.00
87581862,1,0.00
469549361,1,0.00
17002659,1,0.00
xuxi1987,1,0.00
jianhuijianhui,1,0.00
ttysdhsy,1,0.00
suruigen,1,0.00
shibubaxiu,1,0.00
cuiliangxu,1,0.00
qq6266659,1,0.00
6266659,1,0.00
278416204,1,0.00
iloveyangjun,1,0.00
shangguan1983,1,0.00
kkbobo,1,0.00
zcsybk,1,0.00
chenyuye,1,0.00
195523984,1,0.00
ljfok,1,0.00
fu4456658,1,0.00
4456658,1,0.00
274896799,1,0.00
er3456789feng,1,0.00
ybbyqay,1,0.00
250588609,1,0.00
tianbaofu,1,0.00
wglinux,1,0.00
76958215,1,0.00
81665147,1,0.00
765107582,1,0.00
274948290,1,0.00
616598962,1,0.00
3689912,1,0.00
qiang3689912,1,0.00
mynstay,1,0.00
pingan55360,1,0.00
55360,1,0.00
13404812664,1,0.00
lp1584224,1,0.00
1584224,1,0.00
chenyp88,1,0.00
vakomonday,1,0.00
qq7459170,1,0.00
7459170,1,0.00
582017216,1,0.00
jay2007com,1,0.00
aali,1,0.00
hjh123789,1,0.00
416382602,1,0.00
0720112221,1,0.00
fseffseeee,1,0.00
187687160,1,0.00
736217220,1,0.00
435235350,1,0.00
rangtian12345678,1,0.00
yingchun0223,1,0.00
acelugia,1,0.00
lindenxu,1,0.00
wxbbobo,1,0.00
a969853064,1,0.00
969853064,1,0.00
qwe200300,1,0.00
terrydan,1,0.00
356240663,1,0.00
shqyishu,1,0.00
827905819,1,0.00
qq827905819,1,0.00
lfl666666,1,0.00
sunqi8888,1,0.00
zy411606710,1,0.00
411606710,1,0.00
888627,1,0.00
329061058,1,0.00
johnin,1,0.00
johnin233,1,0.00
5344,1,0.00
175346,1,0.00
8736163,1,0.00
b3200111,1,0.00
3200111,1,0.00
19790702,1,0.00
289427182,1,0.00
ls6179134,1,0.00
6179134,1,0.00
anique29,1,0.00
anique,1,0.00
8582631,1,0.00
446225347,1,0.00
allengucool,1,0.00
601543087,1,0.00
jiaoshunyi,1,0.00
jh860915,1,0.00
lishiwang,1,0.00
mimicat,1,0.00
mimicat0722,1,0.00
aqew,1,0.00
fan871008,1,0.00
695647645,1,0.00
869424002,1,0.00
305598571,1,0.00
lihanjun,1,0.00
luoyuxiao,1,0.00
3344121,1,0.00
85312682,1,0.00
andyhuang,1,0.00
haijing08,1,0.00
121223177,1,0.00
zhuier520,1,0.00
zhuier,1,0.00
anqipc,1,0.00
cpplovennn,1,0.00
abcdefghijk2,1,0.00
1030600903,1,0.00
zk0624,1,0.00
yezi5788,1,0.00
samiofer,1,0.00
shenzx,1,0.00
qwd123123,1,0.00
15014023712,1,0.00
ww222555,1,0.00
hhy1234561,1,0.00
s2d3f4g5h6j7k8,1,0.00
fewfrewergfrg,1,0.00
myself2011,1,0.00
124330068,1,0.00
a151330513,1,0.00
151330513,1,0.00
464782541,1,0.00
251951473,1,0.00
hjszzl,1,0.00
418125378,1,0.00
a13902771234,1,0.00
13902771234,1,0.00
liangyw,1,0.00
guangdong1208,1,0.00
103167073,1,0.00
89824963,1,0.00
406391540,1,0.00
421325041,1,0.00
hpgsm,1,0.00
lalalalalalala1315,1,0.00
lalalalalalala,1,0.00
lovewry1314,1,0.00
lovewry,1,0.00
980427,1,0.00
zhanghua980427,1,0.00
tianqing255,1,0.00
spencerzheng,1,0.00
s84312765,1,0.00
84312765,1,0.00
songchen,1,0.00
dalin1234,1,0.00
yangk1899,1,0.00
albert568,1,0.00
654577756,1,0.00
565157882,1,0.00
542970353,1,0.00
yhhhy,1,0.00
mtsd,1,0.00
hbhutong,1,0.00
809097739,1,0.00
13666656642,1,0.00
ycxyycxy,1,0.00
1236363,1,0.00
yiuu,1,0.00
5052495,1,0.00
shujian1920,1,0.00
zjl418849,1,0.00
418849,1,0.00
568726348,1,0.00
xujifuji4,1,0.00
huntunmian,1,0.00
cjl19730324,1,0.00
19730324,1,0.00
opendapouc,1,0.00
15312493665,1,0.00
fdsheng01,1,0.00
benxinshu,1,0.00
dandanhuxing,1,0.00
zhouchuang2008,1,0.00
zhouchuang,1,0.00
ldsbinzhou,1,0.00
247637742,1,0.00
lookmeface,1,0.00
462575650,1,0.00
chen462575650,1,0.00
5469688,1,0.00
tjm5469688,1,0.00
460165415,1,0.00
361547188,1,0.00
asdfg19820225,1,0.00
guozien,1,0.00
gbagbagbagba,1,0.00
45213212,1,0.00
48858350,1,0.00
gyk19850325,1,0.00
frlllhx,1,0.00
wishtowish,1,0.00
andyaini9,1,0.00
562270482,1,0.00
hwjups,1,0.00
5316842,1,0.00
tf665415,1,0.00
665415,1,0.00
332617174,1,0.00
lilongmuju,1,0.00
luoxdhit,1,0.00
jlzcy,1,0.00
aaacfvgsfsdfsdffsdfd,1,0.00
shld_zhaoxx,1,0.00
lph8210,1,0.00
wuying828,1,0.00
nizhengzhi,1,0.00
674175627,1,0.00
ynynkmwp,1,0.00
ajgls,1,0.00
ajgls115,1,0.00
ft42534381,1,0.00
binsor300,1,0.00
binsor,1,0.00
xiyuhang,1,0.00
jluhongfeng,1,0.00
602816394,1,0.00
254264575,1,0.00
mj23,1,0.00
tubby,1,0.00
tubby3708,1,0.00
421910330,1,0.00
123456781234,1,0.00
w123456781234,1,0.00
90809080,1,0.00
wuz90809080,1,0.00
wuz,1,0.00
jhik,1,0.00
l262788269,1,0.00
262788269,1,0.00
edcxswedcxsw,1,0.00
406405564,1,0.00
zjw6022497,1,0.00
6022497,1,0.00
kinglinlin,1,0.00
zxddas,1,0.00
999168,1,0.00
lzy999168,1,0.00
65878355,1,0.00
songsongkeaiduo,1,0.00
liuxuliang,1,0.00
rainfruit,1,0.00
rainfruit115074,1,0.00
115074,1,0.00
lindanuli1,1,0.00
q8125245,1,0.00
5363369,1,0.00
6351330,1,0.00
zouwei6351330,1,0.00
asd5569769,1,0.00
5569769,1,0.00
wzbwl,1,0.00
0000888888,1,0.00
ysjigeriu,1,0.00
vinsonyan,1,0.00
lezi325204,1,0.00
tangs,1,0.00
tangs-1963,1,0.00
suyunfeng,1,0.00
125448465,1,0.00
wuchengjia,1,0.00
ghjzh,1,0.00
as693278,1,0.00
693278,1,0.00
170301427,1,0.00
pzhldp,1,0.00
lin28690,1,0.00
28690,1,0.00
3263880,1,0.00
443233772,1,0.00
navyarmy,1,0.00
zhangtao8258,1,0.00
147963147963,1,0.00
64847785,1,0.00
zhangxiaobon1,1,0.00
zhangxiaobon,1,0.00
270744286,1,0.00
gycool,1,0.00
junlia,1,0.00
yibutongxin,1,0.00
bwcode,1,0.00
lilixiaolili,1,0.00
88940999,1,0.00
2388259,1,0.00
sisitoto,1,0.00
jimdudjh,1,0.00
887215,1,0.00
43825995,1,0.00
958637653,1,0.00
lishuai891105,1,0.00
cwk198981,1,0.00
nesta,1,0.00
161866,1,0.00
lijics,1,0.00
jackeymeng,1,0.00
aun,1,0.00
5245120,1,0.00
3617055,1,0.00
asd3617055,1,0.00
huyuntong,1,0.00
mzzd,1,0.00
mzzd0527,1,0.00
072885,1,0.00
lichaodabian,1,0.00
hanhaijuan,1,0.00
3991529,1,0.00
learners,1,0.00
learners520,1,0.00
cvxvxcvvhdf,1,0.00
312859851,1,0.00
zod,1,0.00
389345192,1,0.00
qazse4qazse4,1,0.00
4qazse,1,0.00
279953709,1,0.00
yygy8929392,1,0.00
8929392,1,0.00
56921568,1,0.00
amwgyay,1,0.00
amwgyay8,1,0.00
gaofeng7725,1,0.00
ammylm,1,0.00
535827972,1,0.00
laozude,1,0.00
64111369,1,0.00
henanfeiba,1,0.00
7713089,1,0.00
a7713089,1,0.00
lhnyx,1,0.00
xingliang86,1,0.00
shangzengfei,1,0.00
191899141,1,0.00
yitankuanglang,1,0.00
szzlzy,1,0.00
1020230698,1,0.00
sjeinsun,1,0.00
fengshaomin,1,0.00
drhmope,1,0.00
3563829,1,0.00
hj841023,1,0.00
huzy2008,1,0.00
xsdsds,1,0.00
700611,1,0.00
zhangli6871235,1,0.00
6871235,1,0.00
tzw9998me,1,0.00
victor2323,1,0.00
hellojiazhiqiang,1,0.00
446035273,1,0.00
wkkzn,1,0.00
106109596,1,0.00
1131091771,1,0.00
zhchwei1984,1,0.00
zhchwei,1,0.00
316114811,1,0.00
729399144,1,0.00
chuangxinclass,1,0.00
304861215,1,0.00
lkyy8686,1,0.00
lkyy,1,0.00
602595936,1,0.00
madaojiang520,1,0.00
374087273,1,0.00
jy374087273,1,0.00
sniperbob,1,0.00
sniperbob89,1,0.00
dongxu_sd65,1,0.00
sd65,1,0.00
66604237,1,0.00
chengxf,1,0.00
chengxf1980,1,0.00
576510298,1,0.00
mifenfeng,1,0.00
lindenas,1,0.00
zx6185132,1,0.00
6185132,1,0.00
876596520,1,0.00
w876596520,1,0.00
baoye251314,1,0.00
442766015,1,0.00
27865568,1,0.00
75773869,1,0.00
jkklocean4,1,0.00
dxhgp,1,0.00
dqxjkj,1,0.00
tianle12321,1,0.00
nehc,1,0.00
luhuaneda1,1,0.00
luhuaneda,1,0.00
1211222,1,0.00
oyqq1211222,1,0.00
zyf3410316,1,0.00
3410316,1,0.00
youcoolpad,1,0.00
470106768,1,0.00
q470106768,1,0.00
shensjx,1,0.00
312450947,1,0.00
jqrrdgv,1,0.00
smjispo,1,0.00
lc741953,1,0.00
guanxinrudy,1,0.00
batee,1,0.00
119426,1,0.00
xukiss,1,0.00
435206132,1,0.00
348510759,1,0.00
weiguochao,1,0.00
12qwas2004,1,0.00
281877192,1,0.00
liliyanzi,1,0.00
spws,1,0.00
zdjwahzys,1,0.00
honghj,1,0.00
154681213,1,0.00
t154681213,1,0.00
fdseeg200856,1,0.00
chutaoluohuiju,1,0.00
wenhui2729,1,0.00
421249304,1,0.00
343500201,1,0.00
fuhongxue666,1,0.00
2905218,1,0.00
q2905218,1,0.00
lfy1974923,1,0.00
1974923,1,0.00
czw9526532,1,0.00
9526532,1,0.00
spikegunner,1,0.00
zhouruifei,1,0.00
371181183,1,0.00
zzxcb,1,0.00
1ls,1,0.00
ls1ls2ls3,1,0.00
1402106845,1,0.00
renhuinan,1,0.00
renhuinan520,1,0.00
suixicaosh,1,0.00
xutaikan,1,0.00
dragonfjw,1,0.00
qq1226608876,1,0.00
1226608876,1,0.00
gaogenli,1,0.00
zhenglong542,1,0.00
yanglinjin,1,0.00
riverbaby,1,0.00
poyrwin,1,0.00
954300,1,0.00
wjhzxwjh,1,0.00
walhy169,1,0.00
walhy,1,0.00
fdsffe343,1,0.00
fdsffe,1,0.00
baily,1,0.00
wxcpuwl,1,0.00
chimera,1,0.00
chimera1,1,0.00
skitting,1,0.00
yeyehuyeyehu,1,0.00
liwei199127,1,0.00
nileibulei,1,0.00
953876040,1,0.00
kgdfntxgt,1,0.00
wanghuanjun,1,0.00
25035235,1,0.00
wakinchau,1,0.00
fatality,1,0.00
a85044552,1,0.00
85044552,1,0.00
56335765,1,0.00
964604723,1,0.00
yongmeigo,1,0.00
wsnbbm,1,0.00
286667899,1,0.00
6353356,1,0.00
xzw6353356,1,0.00
359564051,1,0.00
csy5201314,1,0.00
li3034813,1,0.00
3034813,1,0.00
zgy8751598,1,0.00
8751598,1,0.00
kalululu,1,0.00
517585313,1,0.00
hanyastar1024,1,0.00
6411470,1,0.00
061600100,1,0.00
1105125888,1,0.00
4823593,1,0.00
az4823593,1,0.00
117397500,1,0.00
2539877,1,0.00
b2539877,1,0.00
12688,1,0.00
zzj12688,1,0.00
xiaobairimeng,1,0.00
8656477,1,0.00
vdsa,1,0.00
vdsa4v21dsa,1,0.00
tangwenjun,1,0.00
524678695,1,0.00
sees,1,0.00
63255193,1,0.00
282714360,1,0.00
489624329,1,0.00
liu3014237,1,0.00
3014237,1,0.00
360133214,1,0.00
lzlqf,1,0.00
295918316,1,0.00
lx_19881129,1,0.00
2233141,1,0.00
a2233141,1,0.00
baihao1983821,1,0.00
zmjzkx,1,0.00
rongjianju,1,0.00
13570352528,1,0.00
aa13570352528,1,0.00
512936769,1,0.00
x512936769,1,0.00
476594525,1,0.00
20031299,1,0.00
shengle1129,1,0.00
shengle,1,0.00
52777454,1,0.00
wwwaaa123lele,1,0.00
11425898,1,0.00
136542119,1,0.00
13831754567,1,0.00
531581040,1,0.00
304932336,1,0.00
923557819,1,0.00
845852335,1,0.00
a4862123,1,0.00
4862123,1,0.00
wtk,1,0.00
wtk910596546,1,0.00
584046515,1,0.00
meiyu325,1,0.00
hzqzyzzshuang,1,0.00
huozhongbin,1,0.00
miaomiao32,1,0.00
ibmwtk910596546,1,0.00
ibmwtk,1,0.00
geshuwei,1,0.00
herosxd,1,0.00
hasmxppp,1,0.00
122310017,1,0.00
chen1619,1,0.00
abc887211,1,0.00
887211,1,0.00
wenyycool,1,0.00
targerwang,1,0.00
haokan111,1,0.00
choisum,1,0.00
rongbo,1,0.00
306640290,1,0.00
sdaaasss,1,0.00
87635554,1,0.00
fc366717,1,0.00
366717,1,0.00
fengxueyan,1,0.00
panshuiliang,1,0.00
chang512mmm,1,0.00
haoiiiooo,1,0.00
yirufeng,1,0.00
15945150563,1,0.00
feishi,1,0.00
shuijinghu,1,0.00
ami741258,1,0.00
changjiang0417,1,0.00
071001,1,0.00
guomingang,1,0.00
yck19891122,1,0.00
klxxlk,1,0.00
klxxlk122474626,1,0.00
122474626,1,0.00
181810339,1,0.00
523010,1,0.00
zhangkai523010,1,0.00
332137199,1,0.00
wangjunok,1,0.00
wangjunok888,1,0.00
4502464,1,0.00
a4502464,1,0.00
dz0023lhh,1,0.00
shipele,1,0.00
flyseven1123,1,0.00
flyseven,1,0.00
foly,1,0.00
zdx19790113,1,0.00
zhengyu_dudu,1,0.00
anshashu,1,0.00
km19901208,1,0.00
lili5225674,1,0.00
5225674,1,0.00
78100926,1,0.00
chuanqi4122,1,0.00
yangyilin,1,0.00
150656,1,0.00
lcm150656,1,0.00
15915475430,1,0.00
449252203,1,0.00
543662680,1,0.00
jacbo,1,0.00
911403,1,0.00
421597692,1,0.00
rbr,1,0.00
liyuan_1236,1,0.00
7612528,1,0.00
jun7612528,1,0.00
88233658,1,0.00
zpf6381062,1,0.00
6381062,1,0.00
785474529,1,0.00
27524060,1,0.00
tffeilong,1,0.00
wjve,1,0.00
19390616,1,0.00
jesmine2010,1,0.00
113211,1,0.00
superfoxqym,1,0.00
ruanyunjie66,1,0.00
dajunyzj,1,0.00
iteam,1,0.00
iteam8080,1,0.00
pllw,1,0.00
lanbinboard,1,0.00
linpcs,1,0.00
tytyuhjjgjghj,1,0.00
81519640,1,0.00
wuhuxy,1,0.00
jenny1234567,1,0.00
nuaabenniu1234,1,0.00
click202,1,0.00
houjiadong,1,0.00
hnafang,1,0.00
digj,1,0.00
digj78gy,1,0.00
154469999,1,0.00
yanyanmei871013,1,0.00
dingyongxing,1,0.00
6311341,1,0.00
3276378,1,0.00
shwyssk,1,0.00
zhangjinr,1,0.00
7812890012,1,0.00
mabelmab,1,0.00
angel5k520,1,0.00
wh8317074,1,0.00
8317074,1,0.00
gehuasunlei,1,0.00
zddanielfu,1,0.00
443851281,1,0.00
500501,1,0.00
steven.wang,1,0.00
723511119,1,0.00
hanpeng8190,1,0.00
haibao330,1,0.00
anch,1,0.00
lalalala12131415,1,0.00
oyghjghjdfgg,1,0.00
308625336,1,0.00
nxg760315,1,0.00
760315,1,0.00
lyxbyhjt,1,0.00
nnnmhjghferret,1,0.00
shichangdi,1,0.00
2065702,1,0.00
wenxinwukui,1,0.00
316744998,1,0.00
fengzhenya,1,0.00
mykittymao,1,0.00
2226179,1,0.00
cjl2226179,1,0.00
261062165,1,0.00
zune,1,0.00
zouzedong,1,0.00
181852,1,0.00
yangjingke,1,0.00
xuqitong,1,0.00
49365706,1,0.00
hu198972,1,0.00
z315582221,1,0.00
315582221,1,0.00
xie3136232,1,0.00
3136232,1,0.00
983436938,1,0.00
jsycgxd,1,0.00
aa2392447,1,0.00
2392447,1,0.00
54765381,1,0.00
63012453,1,0.00
smzking,1,0.00
4632330,1,0.00
tangheng4632330,1,0.00
852468,1,0.00
wenyuhui,1,0.00
ziliu,1,0.00
xlcf,1,0.00
sssdddsd,1,0.00
q123q1986,1,0.00
w61979952,1,0.00
winiori,1,0.00
ywsdl,1,0.00
ayljhjxj,1,0.00
48659251,1,0.00
1191843784,1,0.00
05050408,1,0.00
pushoubin,1,0.00
chsf,1,0.00
zy359076236,1,0.00
359076236,1,0.00
8664837,1,0.00
rdjiang,1,0.00
ilovetony,1,0.00
besterer,1,0.00
070988,1,0.00
7462011,1,0.00
limengjie7462011,1,0.00
yangfan613,1,0.00
huyunchen,1,0.00
shang1987211,1,0.00
imagej,1,0.00
klwp,1,0.00
klwp1962,1,0.00
326944795,1,0.00
whb790308,1,0.00
790308,1,0.00
xxlk9186,1,0.00
xxlk,1,0.00
ff778899,1,0.00
qq85565548,1,0.00
85565548,1,0.00
dgaddss,1,0.00
wuzheng102096,1,0.00
102096,1,0.00
dingding206,1,0.00
luhongyi,1,0.00
wangrtfp,1,0.00
wangrtfp1,1,0.00
yyghd,1,0.00
bigwen,1,0.00
zhangxh0931,1,0.00
yitaotui,1,0.00
wuying855111,1,0.00
855111,1,0.00
mutou1314,1,0.00
guoky,1,0.00
jsmsy,1,0.00
bbgbbgbbg,1,0.00
cwtdy,1,0.00
5417879,1,0.00
yunpiao,1,0.00
8579588,1,0.00
q8579588,1,0.00
lau_vistar2010,1,0.00
vistar2010,1,0.00
vistar,1,0.00
317060221,1,0.00
aa601299981,1,0.00
601299981,1,0.00
253364096,1,0.00
laoding198102,1,0.00
hjln,1,0.00
web_aspnet,1,0.00
duliziqiang,1,0.00
ganxuan,1,0.00
daikuan19880712,1,0.00
jingyukai,1,0.00
236801,1,0.00
gibbs,1,0.00
731737261,1,0.00
442372986,1,0.00
wangshitao,1,0.00
swordmank,1,0.00
koalazwh,1,0.00
fengyu8637,1,0.00
wangchangmei,1,0.00
alexlzs,1,0.00
alexlzs1975,1,0.00
125314540,1,0.00
wyb1983110,1,0.00
chsiok,1,0.00
long8792077,1,0.00
8792077,1,0.00
8888903,1,0.00
metaliica,1,0.00
smileyinger,1,0.00
zhixf,1,0.00
woxianmafan,1,0.00
gdqylrr,1,0.00
a8953758,1,0.00
8953758,1,0.00
aywjx,1,0.00
higlobal,1,0.00
anhenpingfan,1,0.00
452630332,1,0.00
rendaben,1,0.00
licz12345,1,0.00
68316136,1,0.00
a6654558,1,0.00
6654558,1,0.00
yaxiang,1,0.00
ami1988will,1,0.00
443291886,1,0.00
adiao,1,0.00
adiao530,1,0.00
13626736001,1,0.00
5225297,1,0.00
pm060927,1,0.00
fouade,1,0.00
heshijue,1,0.00
james871219,1,0.00
710412005,1,0.00
cqzq,1,0.00
shenmengzhu,1,0.00
shenmengzhu1015,1,0.00
cs881972,1,0.00
881972,1,0.00
firehouse,1,0.00
7349296,1,0.00
53215566,1,0.00
qq53215566,1,0.00
lylb,1,0.00
cqdx,1,0.00
593797382,1,0.00
hootimee,1,0.00
zwlzwh,1,0.00
zwlzwh801121,1,0.00
bugduoduo,1,0.00
swan359819176,1,0.00
359819176,1,0.00
hexiuting,1,0.00
zpxxhb,1,0.00
zpxxhb0924,1,0.00
19630616,1,0.00
2cz,1,0.00
86809016,1,0.00
45437,1,0.00
43068,1,0.00
83271475,1,0.00
sywl,1,0.00
zrs721110,1,0.00
721110,1,0.00
hhl2419880114,1,0.00
2419880114,1,0.00
missever,1,0.00
dbrdbrdbr,1,0.00
cexof,1,0.00
nxhezhao,1,0.00
362529901,1,0.00
514836597,1,0.00
kkg,1,0.00
kkg54321,1,0.00
zl80236181,1,0.00
80236181,1,0.00
goaog,1,0.00
5243391,1,0.00
asd5243391,1,0.00
lupeiyu007,1,0.00
334869306,1,0.00
lishanshan198352,1,0.00
wdlcan2009,1,0.00
wdlcan,1,0.00
wslmq,1,0.00
tmaq2002,1,0.00
623369,1,0.00
6381024,1,0.00
mhsj,1,0.00
a153159269,1,0.00
153159269,1,0.00
13560577886,1,0.00
42482897,1,0.00
happy52311,1,0.00
647786,1,0.00
srd647786,1,0.00
634717768,1,0.00
2008808,1,0.00
china2008808,1,0.00
jzwangqiang,1,0.00
784235669,1,0.00
liaomiao11,1,0.00
liaomiao,1,0.00
fengguotian,1,0.00
4133541335,1,0.00
xiaohuoyi,1,0.00
zhangcongsuo,1,0.00
qqmiaia,1,0.00
woyeyaolaixiazai,1,0.00
wxgzja155,1,0.00
wxgzja,1,0.00
foweeptigpdfgggggd,1,0.00
zidaneyang,1,0.00
xuewawa,1,0.00
bing14888,1,0.00
jeeyoung,1,0.00
740768807,1,0.00
lqg1234567,1,0.00
xuexixiaozu,1,0.00
asdfasdfmax,1,0.00
hongyudiannao,1,0.00
jiangshoubo,1,0.00
laishicome66,1,0.00
laishicome,1,0.00
xtwfnxk,1,0.00
xtwfnxk88,1,0.00
jonny7275,1,0.00
445150410,1,0.00
xuhonglei,1,0.00
xuguangfu10,1,0.00
xuguangfu,1,0.00
omyg,1,0.00
tilamisu321,1,0.00
011120,1,0.00
hushanyou,1,0.00
hushanyou5,1,0.00
baogongtou,1,0.00
chishixin,1,0.00
sept,1,0.00
mjxdeai,1,0.00
superman156,1,0.00
uhhuuhhui,1,0.00
uhhuuhhui989,1,0.00
117969342,1,0.00
582534988,1,0.00
fybxlp,1,0.00
macdave,1,0.00
dundun5818513,1,0.00
5818513,1,0.00
tempdown2012,1,0.00
17798274,1,0.00
131497,1,0.00
wasdwang21341,1,0.00
wasdwang,1,0.00
zhaoyunxia,1,0.00
csxz,1,0.00
killua2p,1,0.00
193052,1,0.00
wangliangaaabbb,1,0.00
mengxingshuma,1,0.00
jjipenny,1,0.00
364012484,1,0.00
601374860,1,0.00
tempdown2013,1,0.00
sjhwzh1989331,1,0.00
1989331,1,0.00
sjhwzh,1,0.00
1054716510,1,0.00
787775,1,0.00
jzp727239,1,0.00
727239,1,0.00
maoshengqi,1,0.00
seashellyan,1,0.00
101053998,1,0.00
849175963,1,0.00
l849175963,1,0.00
thwthw93048,1,0.00
