token,weighted_count,coverage_percent
jerry,1.00,0.0002
0601,1.00,0.0002
ronald,1.00,0.0002
talmadge,1.00,0.0002
sauceman420,1.00,0.0002
sauceman,1.00,0.0002
mashubi,1.00,0.0002
ragini,1.00,0.0002
sundiver,1.00,0.0002
broyles,1.00,0.0002
desintl,1.00,0.0002
240,1.00,0.0002
karan,1.00,0.0002
jelusich,1.00,0.0002
buntz,1.00,0.0002
deepak,1.00,0.0002
kundu,1.00,0.0002
kramer5,1.00,0.0002
kramer,1.00,0.0002
memefriend,1.00,0.0002
memefriend66,1.00,0.0002
dogface,1.00,0.0002
wulfman76,1.00,0.0002
wulfman,1.00,0.0002
pradhyuman,1.00,0.0002
2373,1.00,0.0002
nadeem,1.00,0.0002
killer,1.00,0.0002
tombass25,1.00,0.0002
wanjuki,1.00,0.0002
2kids,1.00,0.0002
karishma,1.00,0.0002
piali,1.00,0.0002
azudoz,1.00,0.0002
uknumber,1.00,0.0002
uknumber4u,1.00,0.0002
erkg,1.00,0.0002
brynsw,1.00,0.0002
0l,1.00,0.0002
rapee,1.00,0.0002
wzhhua,1.00,0.0002
globalsources,1.00,0.0002
jiffy,1.00,0.0002
5877,1.00,0.0002
hsmart,1.00,0.0002
hsmart5877,1.00,0.0002
killmybills,1.00,0.0002
gari,1.00,0.0002
0906,1.00,0.0002
elmolive,1.00,0.0002
37066,1.00,0.0002
cw,1.00,0.0002
ceri,1.00,0.0002
embraer,1.00,0.0002
normcraft,1.00,0.0002
finnewsuk,1.00,0.0002
zango1000,1.00,0.0002
zango,1.00,0.0002
tigerprincess,1.00,0.0002
rumstubby,1.00,0.0002
hnpepe,1.00,0.0002
falco,1.00,0.0002
1166,1.00,0.0002
2638,1.00,0.0002
0721,1.00,0.0002
sheldongordon,1.00,0.0002
2550,1.00,0.0002
kerry213,1.00,0.0002
tennika,1.00,0.0002
nwalsh,1.00,0.0002
hesco,1.00,0.0002
angiec1977,1.00,0.0002
angiec,1.00,0.0002
raidmax,1.00,0.0002
49507,1.00,0.0002
lakerzfan,1.00,0.0002
681985,1.00,0.0002
dipak681985,1.00,0.0002
dipak,1.00,0.0002
dipayan,1.00,0.0002
chantelvr,1.00,0.0002
23805,1.00,0.0002
faith,1.00,0.0002
martialfights,1.00,0.0002
ichi,1.00,0.0002
heroes,1.00,0.0002
jacklee,1.00,0.0002
avelynn,1.00,0.0002
rul,1.00,0.0002
hsoccer,1.00,0.0002
hsoccer10,1.00,0.0002
hefind,1.00,0.0002
vysakh,1.00,0.0002
adad,1.00,0.0002
daisy-ray89,1.00,0.0002
ray89,1.00,0.0002
dodi,1.00,0.0002
notpmoc,1.00,0.0002
1326,1.00,0.0002
lonnie,1.00,0.0002
killaj,1.00,0.0002
boston,1.00,0.0002
mrt,1.00,0.0002
7692687,1.00,0.0002
kjnfdbio,1.00,0.0002
kjnfdbio74,1.00,0.0002
76067,1.00,0.0002
kime,1.00,0.0002
kime10,1.00,0.0002
684,1.00,0.0002
santy,1.00,0.0002
champlain,1.00,0.0002
aovhelp,1.00,0.0002
anchan64,1.00,0.0002
anchan,1.00,0.0002
lior,1.00,0.0002
3752,1.00,0.0002
franz,1.00,0.0002
franz0079,1.00,0.0002
0079,1.00,0.0002
poseidon,1.00,0.0002
stickooo,1.00,0.0002
bui,1.00,0.0002
kalyan,1.00,0.0002
leecrellin,1.00,0.0002
krystalyoung,1.00,0.0002
cane,1.00,0.0002
extazis,1.00,0.0002
sheila,1.00,0.0002
wessie,1.00,0.0002
3112,1.00,0.0002
nisa,1.00,0.0002
shankar,1.00,0.0002
devious,1.00,0.0002
devious19,1.00,0.0002
anjutkin,1.00,0.0002
anjutkin1980,1.00,0.0002
raymondr1,1.00,0.0002
raymondr,1.00,0.0002
ike400,1.00,0.0002
fortytwo,1.00,0.0002
ifusion,1.00,0.0002
197929,1.00,0.0002
keylo,1.00,0.0002
keylo197929,1.00,0.0002
partner,1.00,0.0002
heartgems,1.00,0.0002
conor,1.00,0.0002
debbiel,1.00,0.0002
spance,1.00,0.0002
spance103,1.00,0.0002
surfea,1.00,0.0002
mrsolanki,1.00,0.0002
minique,1.00,0.0002
300187,1.00,0.0002
leland1,1.00,0.0002
emilee78,1.00,0.0002
emilee,1.00,0.0002
lakhwara,1.00,0.0002
shyla,1.00,0.0002
0852,1.00,0.0002
sairam,1.00,0.0002
danedude,1.00,0.0002
maxi,1.00,0.0002
madx,1.00,0.0002
rbjllj,1.00,0.0002
696969,1.00,0.0002
yangli,1.00,0.0002
rep,1.00,0.0002
rep151,1.00,0.0002
453,1.00,0.0002
ciprian,1.00,0.0002
cissy,1.00,0.0002
3006,1.00,0.0002
dekadent,1.00,0.0002
umanakka,1.00,0.0002
nataka82259,1.00,0.0002
nataka,1.00,0.0002
whittier,1.00,0.0002
jesswaider,1.00,0.0002
mollyhair,1.00,0.0002
marklaing,1.00,0.0002
12003,1.00,0.0002
blwjth0410,1.00,0.0002
blwjth,1.00,0.0002
4294,1.00,0.0002
joshbell,1.00,0.0002
thumbelina,1.00,0.0002
110405,1.00,0.0002
4eve,1.00,0.0002
aya,1.00,0.0002
getpageone,1.00,0.0002
1281,1.00,0.0002
bubbie1281,1.00,0.0002
bubbie,1.00,0.0002
tjtheoni,1.00,0.0002
dwbratt,1.00,0.0002
dwbratt99,1.00,0.0002
4l,1.00,0.0002
putt,1.00,0.0002
dare,1.00,0.0002
diogisam,1.00,0.0002
cx,1.00,0.0002
mcmullen,1.00,0.0002
arnold,1.00,0.0002
krystalb,1.00,0.0002
50stang,1.00,0.0002
stang,1.00,0.0002
5055,1.00,0.0002
4mykala,1.00,0.0002
lo,1.00,0.0002
cartoonist,1.00,0.0002
520123,1.00,0.0002
meggrl,1.00,0.0002
asagarvats,1.00,0.0002
dbrownltd,1.00,0.0002
creator,1.00,0.0002
wealth2520,1.00,0.0002
wealth,1.00,0.0002
2520,1.00,0.0002
turdledove,1.00,0.0002
ktcap,1.00,0.0002
mexidan2000,1.00,0.0002
mexidan,1.00,0.0002
jsant,1.00,0.0002
liu,1.00,0.0002
yemenking,1.00,0.0002
1521,1.00,0.0002
placefusion,1.00,0.0002
3199,1.00,0.0002
bigd,1.00,0.0002
bigd61,1.00,0.0002
nkz1984,1.00,0.0002
nkz,1.00,0.0002
newpatients,1.00,0.0002
saba,1.00,0.0002
021483,1.00,0.0002
nani,1.00,0.0002
ghstriderz,1.00,0.0002
setu,1.00,0.0002
menard,1.00,0.0002
zmanel,1.00,0.0002
tnl,1.00,0.0002
avra,1.00,0.0002
jsalinski,1.00,0.0002
sparticuss,1.00,0.0002
sparticuss02,1.00,0.0002
add,1.00,0.0002
robes,1.00,0.0002
groupnex,1.00,0.0002
garg,1.00,0.0002
edward,1.00,0.0002
jahead,1.00,0.0002
241,1.00,0.0002
uchoose,1.00,0.0002
977,1.00,0.0002
shalet,1.00,0.0002
soojin,1.00,0.0002
xxx,1.00,0.0002
effina8284,1.00,0.0002
8284,1.00,0.0002
effina,1.00,0.0002
ketaketa,1.00,0.0002
158,1.00,0.0002
amp,1.00,0.0002
avrqcsab67,1.00,0.0002
avrqcsab,1.00,0.0002
2028,1.00,0.0002
manu,1.00,0.0002
oskar,1.00,0.0002
ewebzeal,1.00,0.0002
roush,1.00,0.0002
fatjokes,1.00,0.0002
jamesharper,1.00,0.0002
awesome,1.00,0.0002
maddox58,1.00,0.0002
6805,1.00,0.0002
yuri,1.00,0.0002
calle,1.00,0.0002
thannu,1.00,0.0002
merask,1.00,0.0002
asbyn,1.00,0.0002
skyway,1.00,0.0002
gyan,1.00,0.0002
jerzeegurl,1.00,0.0002
joie,1.00,0.0002
psalm,1.00,0.0002
0405,1.00,0.0002
anselm,1.00,0.0002
manimara,1.00,0.0002
altus,1.00,0.0002
qaz,1.00,0.0002
2048,1.00,0.0002
mehmood,1.00,0.0002
lorenzo,1.00,0.0002
kinpin,1.00,0.0002
travel,1.00,0.0002
stiansky,1.00,0.0002
extra,1.00,0.0002
joash,1.00,0.0002
ebemal,1.00,0.0002
jokenbob,1.00,0.0002
jokenbob3,1.00,0.0002
amygirl,1.00,0.0002
0011969,1.00,0.0002
rip0011969,1.00,0.0002
rosado,1.00,0.0002
mukund,1.00,0.0002
atiqah,1.00,0.0002
pre,1.00,0.0002
poeyank,1.00,0.0002
ramzi,1.00,0.0002
lchubtv,1.00,0.0002
srs,1.00,0.0002
master,1.00,0.0002
1911,1.00,0.0002
vkekjimps31,1.00,0.0002
vkekjimps,1.00,0.0002
joetmh,1.00,0.0002
artsupplies,1.00,0.0002
kelliehead03,1.00,0.0002
kelliehead,1.00,0.0002
jsmith,1.00,0.0002
havet,1.00,0.0002
eflofilms,1.00,0.0002
bemis,1.00,0.0002
vivoderm,1.00,0.0002
igraberto,1.00,0.0002
ristiko,1.00,0.0002
ntkl,1.00,0.0002
khalid2167,1.00,0.0002
2167,1.00,0.0002
goatfarm,1.00,0.0002
3425,1.00,0.0002
2carmen,1.00,0.0002
0622,1.00,0.0002
naveen,1.00,0.0002
fuckmymum,1.00,0.0002
coxmodel,1.00,0.0002
kaseydinkins,1.00,0.0002
roomsnet,1.00,0.0002
denisemkz,1.00,0.0002
chipper1322,1.00,0.0002
chipper,1.00,0.0002
madhavan,1.00,0.0002
akutzu,1.00,0.0002
aliaqat,1.00,0.0002
redorbit,1.00,0.0002
rg,1.00,0.0002
darkcloud,1.00,0.0002
darkcloud28,1.00,0.0002
newsforce,1.00,0.0002
jfer,1.00,0.0002
hehevans,1.00,0.0002
wolskerj,1.00,0.0002
ina,1.00,0.0002
kstray,1.00,0.0002
8588,1.00,0.0002
bescott,1.00,0.0002
0904,1.00,0.0002
frankie,1.00,0.0002
mahesa,1.00,0.0002
ain310929,1.00,0.0002
310929,1.00,0.0002
ain,1.00,0.0002
tedcraig,1.00,0.0002
mkaass,1.00,0.0002
marios,1.00,0.0002
arlene,1.00,0.0002
7254,1.00,0.0002
arlene7254,1.00,0.0002
0515,1.00,0.0002
davidsil,1.00,0.0002
slzm,1.00,0.0002
slzm86,1.00,0.0002
2383,1.00,0.0002
tosironkbd,1.00,0.0002
ibo,1.00,0.0002
jalanbk,1.00,0.0002
1456,1.00,0.0002
robi,1.00,0.0002
compassphs,1.00,0.0002
reneau,1.00,0.0002
four,1.00,0.0002
moneyfree19,1.00,0.0002
moneyfree,1.00,0.0002
anjoo,1.00,0.0002
11951,1.00,0.0002
lawrence,1.00,0.0002
lawrence30,1.00,0.0002
4523,1.00,0.0002
ebizpromo,1.00,0.0002
aqim,1.00,0.0002
melboy57,1.00,0.0002
melboy,1.00,0.0002
danee,1.00,0.0002
richey,1.00,0.0002
coolal,1.00,0.0002
goldsgym,1.00,0.0002
lingcong,1.00,0.0002
cst,1.00,0.0002
3158,1.00,0.0002
mbs,1.00,0.0002
niranjan,1.00,0.0002
agun,1.00,0.0002
ikosonic,1.00,0.0002
ondega,1.00,0.0002
cesc,1.00,0.0002
shipwreck,1.00,0.0002
nazurah90,1.00,0.0002
nazurah,1.00,0.0002
mathews,1.00,0.0002
alfian,1.00,0.0002
south,1.00,0.0002
tancinco,1.00,0.0002
9294,1.00,0.0002
happydays972,1.00,0.0002
happydays,1.00,0.0002
miracle,1.00,0.0002
pitlock,1.00,0.0002
autoferretjc,1.00,0.0002
dialga,1.00,0.0002
alia,1.00,0.0002
jumojas,1.00,0.0002
stewarts,1.00,0.0002
orlan,1.00,0.0002
internetgold,1.00,0.0002
vinodh,1.00,0.0002
chandra,1.00,0.0002
nzdealermail,1.00,0.0002
gervas,1.00,0.0002
sinbad,1.00,0.0002
rasbany,1.00,0.0002
kittens,1.00,0.0002
awbyh,1.00,0.0002
11226,1.00,0.0002
mtime,1.00,0.0002
lester,1.00,0.0002
lester23,1.00,0.0002
leanne,1.00,0.0002
safin,1.00,0.0002
loucks,1.00,0.0002
chemodanov,1.00,0.0002
hobbything,1.00,0.0002
2495278,1.00,0.0002
soman,1.00,0.0002
reynaldokey,1.00,0.0002
470,1.00,0.0002
yy,1.00,0.0002
kamal,1.00,0.0002
lanne,1.00,0.0002
louie,1.00,0.0002
1502,1.00,0.0002
cp,1.00,0.0002
fac,1.00,0.0002
6131958,1.00,0.0002
jrogers,1.00,0.0002
hampton,1.00,0.0002
1346,1.00,0.0002
db1346,1.00,0.0002
namu,1.00,0.0002
malihakhan,1.00,0.0002
4884,1.00,0.0002
nidhi,1.00,0.0002
areza,1.00,0.0002
bateson,1.00,0.0002
5632,1.00,0.0002
shanto,1.00,0.0002
rcw193,1.00,0.0002
rcw,1.00,0.0002
130192,1.00,0.0002
tiffums07,1.00,0.0002
tiffums,1.00,0.0002
jacquie,1.00,0.0002
sak,1.00,0.0002
sidthewhiz,1.00,0.0002
grainteam,1.00,0.0002
ewkfca,1.00,0.0002
anu,1.00,0.0002
sundayseodia,1.00,0.0002
derossi,1.00,0.0002
derossi1,1.00,0.0002
acsucks,1.00,0.0002
acsucks51,1.00,0.0002
graydst36,1.00,0.0002
graydst,1.00,0.0002
butttrumpet,1.00,0.0002
butttrumpet123,1.00,0.0002
sara62,1.00,0.0002
iksonic,1.00,0.0002
cash,1.00,0.0002
desai,1.00,0.0002
9178,1.00,0.0002
7253,1.00,0.0002
rakesh,1.00,0.0002
khairin,1.00,0.0002
ging,1.00,0.0002
nuwebber,1.00,0.0002
ackrusher,1.00,0.0002
mcs,1.00,0.0002
549523,1.00,0.0002
lindros,1.00,0.0002
chenxi,1.00,0.0002
sri,1.00,0.0002
osama,1.00,0.0002
julia,1.00,0.0002
anwar,1.00,0.0002
874,1.00,0.0002
oxygen,1.00,0.0002
destini20th,1.00,0.0002
destini,1.00,0.0002
chikmong,1.00,0.0002
job,1.00,0.0002
bayann,1.00,0.0002
aesteinke,1.00,0.0002
jamesnidorini,1.00,0.0002
8610,1.00,0.0002
udesh,1.00,0.0002
brcwlg,1.00,0.0002
brenneisnyc,1.00,0.0002
2142,1.00,0.0002
roncalder,1.00,0.0002
budeen,1.00,0.0002
somesh,1.00,0.0002
becky,1.00,0.0002
asmeen,1.00,0.0002
gaubavibhu,1.00,0.0002
burpee,1.00,0.0002
sonju,1.00,0.0002
sonju2,1.00,0.0002
myhome,1.00,0.0002
jordantours,1.00,0.0002
varsha,1.00,0.0002
sonja,1.00,0.0002
1757,1.00,0.0002
sapek,1.00,0.0002
582,1.00,0.0002
8093,1.00,0.0002
4k,1.00,0.0002
wtss,1.00,0.0002
faithful,1.00,0.0002
ridhwan,1.00,0.0002
6309,1.00,0.0002
4891,1.00,0.0002
dparmy,1.00,0.0002
pmck,1.00,0.0002
marvin,1.00,0.0002
jevans,1.00,0.0002
503807,1.00,0.0002
8956,1.00,0.0002
mqh,1.00,0.0002
mikul,1.00,0.0002
mikul515,1.00,0.0002
805213098,1.00,0.0002
faces,1.00,0.0002
faces2389,1.00,0.0002
fenia,1.00,0.0002
teddyedes,1.00,0.0002
assoum,1.00,0.0002
stomperf,1.00,0.0002
preg,1.00,0.0002
jaidus02,1.00,0.0002
jaidus,1.00,0.0002
willyw,1.00,0.0002
0nka,1.00,0.0002
ravi,1.00,0.0002
bbear,1.00,0.0002
bbear110,1.00,0.0002
chrispaul,1.00,0.0002
canina,1.00,0.0002
jenea,1.00,0.0002
4749,1.00,0.0002
shahzaeb,1.00,0.0002
redriver,1.00,0.0002
popina,1.00,0.0002
towergate,1.00,0.0002
kmzbroersma,1.00,0.0002
230974,1.00,0.0002
size,1.00,0.0002
niche,1.00,0.0002
bsu,1.00,0.0002
amshar,1.00,0.0002
andrey,1.00,0.0002
yiplin,1.00,0.0002
yiplin2009,1.00,0.0002
nohara9925,1.00,0.0002
9925,1.00,0.0002
nohara,1.00,0.0002
jaabl,1.00,0.0002
iftikhar,1.00,0.0002
lelettoa,1.00,0.0002
kendrajb52,1.00,0.0002
kendrajb,1.00,0.0002
casino,1.00,0.0002
bayu,1.00,0.0002
censor,1.00,0.0002
dragon,1.00,0.0002
maddix51,1.00,0.0002
maddix,1.00,0.0002
15041,1.00,0.0002
4124,1.00,0.0002
xstock,1.00,0.0002
tam,1.00,0.0002
dixiegirl,1.00,0.0002
2164,1.00,0.0002
felipe,1.00,0.0002
brasson,1.00,0.0002
brasson08,1.00,0.0002
cdowning,1.00,0.0002
cdowning13,1.00,0.0002
11492,1.00,0.0002
yxf,1.00,0.0002
kmbarrett,1.00,0.0002
june,1.00,0.0002
20041,1.00,0.0002
innovative,1.00,0.0002
medina,1.00,0.0002
srobac,1.00,0.0002
whcrharris,1.00,0.0002
mariaathena,1.00,0.0002
budi,1.00,0.0002
bintang,1.00,0.0002
moultrie,1.00,0.0002
hulunn,1.00,0.0002
nongkran,1.00,0.0002
kparker,1.00,0.0002
mihpr,1.00,0.0002
xl,1.00,0.0002
aryanlove,1.00,0.0002
mayank,1.00,0.0002
unavanora,1.00,0.0002
ardita,1.00,0.0002
4166,1.00,0.0002
inderpal,1.00,0.0002
ppjlabs,1.00,0.0002
morahshay11,1.00,0.0002
morahshay,1.00,0.0002
korab,1.00,0.0002
mrgstowers,1.00,0.0002
chrissie,1.00,0.0002
wu,1.00,0.0002
kumud,1.00,0.0002
jrwilber,1.00,0.0002
chadee,1.00,0.0002
1512,1.00,0.0002
kaitlyn,1.00,0.0002
2225,1.00,0.0002
10292,1.00,0.0002
angela10292,1.00,0.0002
jwsteen,1.00,0.0002
wendell,1.00,0.0002
hjcraft_love,1.00,0.0002
hjcraft,1.00,0.0002
pragun06,1.00,0.0002
pragun,1.00,0.0002
santanu,1.00,0.0002
robinrene,1.00,0.0002
4419,1.00,0.0002
7734,1.00,0.0002
8990,1.00,0.0002
meir_h,1.00,0.0002
meir,1.00,0.0002
tgamble,1.00,0.0002
0424,1.00,0.0002
ary,1.00,0.0002
vibhasingla,1.00,0.0002
rvan,1.00,0.0002
rvan109,1.00,0.0002
thu,1.00,0.0002
winner,1.00,0.0002
lexus,1.00,0.0002
lexus656,1.00,0.0002
656,1.00,0.0002
gucci,1.00,0.0002
mysterw3b,1.00,0.0002
mysterw,1.00,0.0002
freetvdude,1.00,0.0002
1994348,1.00,0.0002
danjohnson,1.00,0.0002
nkwe,1.00,0.0002
aaron,1.00,0.0002
marium,1.00,0.0002
cec,1.00,0.0002
jerrbore,1.00,0.0002
8810,1.00,0.0002
1432,1.00,0.0002
msgg,1.00,0.0002
pboman,1.00,0.0002
030379,1.00,0.0002
mobrada,1.00,0.0002
aa,1.00,0.0002
shaafee,1.00,0.0002
1099,1.00,0.0002
sneh,1.00,0.0002
kyuubi,1.00,0.0002
kyuubi28,1.00,0.0002
2111,1.00,0.0002
lydiamauge,1.00,0.0002
janerose13,1.00,0.0002
janerose,1.00,0.0002
niteen,1.00,0.0002
lovasket21,1.00,0.0002
lovasket,1.00,0.0002
alberto,1.00,0.0002
joles,1.00,0.0002
mmariehughes,1.00,0.0002
71690,1.00,0.0002
timmay736,1.00,0.0002
736,1.00,0.0002
timmay,1.00,0.0002
pandaz,1.00,0.0002
kbeal,1.00,0.0002
7710,1.00,0.0002
kbeal7710,1.00,0.0002
2333,1.00,0.0002
saket,1.00,0.0002
403,1.00,0.0002
mali,1.00,0.0002
sdstevens,1.00,0.0002
sdstevens22,1.00,0.0002
addunn,1.00,0.0002
dreamlord,1.00,0.0002
1391,1.00,0.0002
meyeer,1.00,0.0002
cryobank,1.00,0.0002
daley,1.00,0.0002
31786,1.00,0.0002
devendra,1.00,0.0002
megavista,1.00,0.0002
livnjoy,1.00,0.0002
lukesapp,1.00,0.0002
drs,1.00,0.0002
paulschultz,1.00,0.0002
morejustice,1.00,0.0002
hasan,1.00,0.0002
scooter6,1.00,0.0002
kisses,1.00,0.0002
kisses56,1.00,0.0002
smifunk,1.00,0.0002
grkboy2c,1.00,0.0002
grkboy,1.00,0.0002
tymej,1.00,0.0002
yoko,1.00,0.0002
majb,1.00,0.0002
4222,1.00,0.0002
majb4222,1.00,0.0002
lyndsay,1.00,0.0002
iejam,1.00,0.0002
kikpin,1.00,0.0002
scsu,1.00,0.0002
horizon,1.00,0.0002
squeaky,1.00,0.0002
queenbms,1.00,0.0002
queenbms45,1.00,0.0002
rkmeyer,1.00,0.0002
rkmeyer001,1.00,0.0002
cjqt,1.00,0.0002
jbcruse,1.00,0.0002
181,1.00,0.0002
boredcoder,1.00,0.0002
kanth,1.00,0.0002
tomr,1.00,0.0002
15218,1.00,0.0002
tomr15218,1.00,0.0002
firoza,1.00,0.0002
suku260,1.00,0.0002
260,1.00,0.0002
suku,1.00,0.0002
7363,1.00,0.0002
prasanna,1.00,0.0002
silvermario,1.00,0.0002
wil,1.00,0.0002
kaustubh,1.00,0.0002
yudho,1.00,0.0002
med,1.00,0.0002
sassylh,1.00,0.0002
sassylh2002,1.00,0.0002
tiremansc,1.00,0.0002
dylanksa,1.00,0.0002
dylanksa54,1.00,0.0002
silvertouch,1.00,0.0002
madhan020,1.00,0.0002
wiiaddictsjd,1.00,0.0002
0469,1.00,0.0002
flatbedtrucking,1.00,0.0002
textguard,1.00,0.0002
batool,1.00,0.0002
1629,1.00,0.0002
ptglf,1.00,0.0002
110998,1.00,0.0002
h1ppyman1,1.00,0.0002
1ppyman,1.00,0.0002
45000,1.00,0.0002
resistanceband,1.00,0.0002
jaret,1.00,0.0002
catsuiter,1.00,0.0002
loopants,1.00,0.0002
fatloss,1.00,0.0002
syahmi,1.00,0.0002
workfha,1.00,0.0002
rpcd,1.00,0.0002
rpcd4,1.00,0.0002
zegxro,1.00,0.0002
691,1.00,0.0002
forexauthority,1.00,0.0002
frankden,1.00,0.0002
frankden2001,1.00,0.0002
xenaita,1.00,0.0002
4172,1.00,0.0002
sub,1.00,0.0002
yvescym,1.00,0.0002
babyphat741,1.00,0.0002
babyphat,1.00,0.0002
741,1.00,0.0002
454,1.00,0.0002
ire,1.00,0.0002
dhd,1.00,0.0002
sjd,1.00,0.0002
parvez,1.00,0.0002
porag,1.00,0.0002
lespaul,1.00,0.0002
shimmy,1.00,0.0002
lipy04,1.00,0.0002
lipy,1.00,0.0002
eboney,1.00,0.0002
patman,1.00,0.0002
mandy313,1.00,0.0002
1903,1.00,0.0002
dmedirect,1.00,0.0002
wireman,1.00,0.0002
legitop,1.00,0.0002
parimi,1.00,0.0002
manik,1.00,0.0002
705,1.00,0.0002
kandyandru,1.00,0.0002
1a,1.00,0.0002
zeromicht,1.00,0.0002
lillian,1.00,0.0002
433,1.00,0.0002
2431,1.00,0.0002
extremekid52,1.00,0.0002
extremekid,1.00,0.0002
wicks2092,1.00,0.0002
wicks,1.00,0.0002
2092,1.00,0.0002
chrisk,1.00,0.0002
515210,1.00,0.0002
yyq,1.00,0.0002
avk,1.00,0.0002
rochester,1.00,0.0002
health,1.00,0.0002
2409,1.00,0.0002
brandypage,1.00,0.0002
leleta,1.00,0.0002
keighley,1.00,0.0002
soneya,1.00,0.0002
yagyadatta,1.00,0.0002
jefe54,1.00,0.0002
jefe,1.00,0.0002
ajpr83svga,1.00,0.0002
svga,1.00,0.0002
ajpr,1.00,0.0002
dandira,1.00,0.0002
morales,1.00,0.0002
kilian,1.00,0.0002
maiko,1.00,0.0002
phone,1.00,0.0002
9886,1.00,0.0002
teja,1.00,0.0002
mob,1.00,0.0002
1205,1.00,0.0002
hyper,1.00,0.0002
12143,1.00,0.0002
slipknot,1.00,0.0002
ieqa,1.00,0.0002
weazil,1.00,0.0002
rosy,1.00,0.0002
4resumes,1.00,0.0002
itsc,1.00,0.0002
3603,1.00,0.0002
regno,1.00,0.0002
shirobin,1.00,0.0002
labjeet,1.00,0.0002
vikram,1.00,0.0002
ornesha,1.00,0.0002
mbernal,1.00,0.0002
2967,1.00,0.0002
durgesh,1.00,0.0002
101795,1.00,0.0002
liwen,1.00,0.0002
xheart,1.00,0.0002
xheart01,1.00,0.0002
idiggyou,1.00,0.0002
jangid,1.00,0.0002
hgandhi,1.00,0.0002
hadasaw,1.00,0.0002
veratta,1.00,0.0002
gini,1.00,0.0002
jal,1.00,0.0002
0210240283,1.00,0.0002
antipop,1.00,0.0002
woodeedoo,1.00,0.0002
yatin,1.00,0.0002
sunish,1.00,0.0002
chefdugan,1.00,0.0002
chakri,1.00,0.0002
corina,1.00,0.0002
painter,1.00,0.0002
arcad,1.00,0.0002
zinvio,1.00,0.0002
myrecioc,1.00,0.0002
khearing,1.00,0.0002
9978,1.00,0.0002
gmariuz,1.00,0.0002
stg,1.00,0.0002
5807,1.00,0.0002
kethry,1.00,0.0002
marykay,1.00,0.0002
ofleza,1.00,0.0002
albrst,1.00,0.0002
honeybee,1.00,0.0002
2212,1.00,0.0002
truelife,1.00,0.0002
tamipyatt,1.00,0.0002
yodle,1.00,0.0002
2206,1.00,0.0002
5775,1.00,0.0002
bugs,1.00,0.0002
bugs5775,1.00,0.0002
verbena,1.00,0.0002
payel,1.00,0.0002
parithosh,1.00,0.0002
marko,1.00,0.0002
girl,1.00,0.0002
762,1.00,0.0002
warder,1.00,0.0002
ffd,1.00,0.0002
holmin,1.00,0.0002
muc,1.00,0.0002
4594,1.00,0.0002
ng,1.00,0.0002
azie,1.00,0.0002
pagli,1.00,0.0002
sexxyredd,1.00,0.0002
sexxyredd911,1.00,0.0002
jluning,1.00,0.0002
monasterio,1.00,0.0002
vladblack,1.00,0.0002
amritha,1.00,0.0002
miroma,1.00,0.0002
skinnycoach,1.00,0.0002
3122007,1.00,0.0002
zaki,1.00,0.0002
0991,1.00,0.0002
yotes,1.00,0.0002
msv,1.00,0.0002
nichlas,1.00,0.0002
producer,1.00,0.0002
newstex,1.00,0.0002
huangchengcui,1.00,0.0002
wfljp,1.00,0.0002
177,1.00,0.0002
11890,1.00,0.0002
hoggie,1.00,0.0002
1114,1.00,0.0002
6ess,1.00,0.0002
well6ess,1.00,0.0002
well,1.00,0.0002
justor,1.00,0.0002
xialili,1.00,0.0002
smiley1213m,1.00,0.0002
yingying,1.00,0.0002
timesolve,1.00,0.0002
crgpress,1.00,0.0002
giri,1.00,0.0002
giri0281,1.00,0.0002
0281,1.00,0.0002
bdicks,1.00,0.0002
smudge001,1.00,0.0002
smudge,1.00,0.0002
0125,1.00,0.0002
smm,1.00,0.0002
mwe,1.00,0.0002
2117,1.00,0.0002
frale,1.00,0.0002
piggy2402,1.00,0.0002
piggy,1.00,0.0002
2402,1.00,0.0002
mariah,1.00,0.0002
asanka,1.00,0.0002
6265,1.00,0.0002
tommytit,1.00,0.0002
tommytit9,1.00,0.0002
6506,1.00,0.0002
3387,1.00,0.0002
shubinthan,1.00,0.0002
liffie,1.00,0.0002
yantram,1.00,0.0002
2381,1.00,0.0002
mhurt001,1.00,0.0002
mhurt,1.00,0.0002
rokawa,1.00,0.0002
yoga0400,1.00,0.0002
0400,1.00,0.0002
maleeka,1.00,0.0002
ironcross,1.00,0.0002
1246,1.00,0.0002
dharmi,1.00,0.0002
jumagirl,1.00,0.0002
sagor,1.00,0.0002
joekingman,1.00,0.0002
vernet,1.00,0.0002
vikash,1.00,0.0002
eddy,1.00,0.0002
taksdu,1.00,0.0002
3119,1.00,0.0002
cpolk,1.00,0.0002
gedo,1.00,0.0002
tax,1.00,0.0002
barton,1.00,0.0002
samina,1.00,0.0002
shepard,1.00,0.0002
diet,1.00,0.0002
vikraman,1.00,0.0002
serene,1.00,0.0002
aliza,1.00,0.0002
leoflo,1.00,0.0002
resume,1.00,0.0002
hzy,1.00,0.0002
hiram,1.00,0.0002
jonas,1.00,0.0002
nails,1.00,0.0002
panama,1.00,0.0002
sdh1179,1.00,0.0002
1179,1.00,0.0002
sdh,1.00,0.0002
missional,1.00,0.0002
dakota,1.00,0.0002
catherin,1.00,0.0002
brandon,1.00,0.0002
rentamentor,1.00,0.0002
confess,1.00,0.0002
diamond,1.00,0.0002
vc,1.00,0.0002
